Region,Resource Name,EndCap,NewCap,Policy,folder,case,iteration,weeks
CA_N,ZCF,5291.052,0.178,p2_2045_high_mid_REF_high,MGA_0.05_12,max,MGA_3,january_test
CA_N,battery,24622.713,24622.713,p2_2045_high_mid_REF_high,MGA_0.05_12,max,MGA_3,january_test
CA_N,flexible_load,7498.595,0.0,p2_2045_high_mid_REF_high,MGA_0.05_12,max,MGA_3,january_test
CA_N,hydro,7274.007,0.0,p2_2045_high_mid_REF_high,MGA_0.05_12,max,MGA_3,january_test
CA_N,hydrogen_storage,0.005,0.005,p2_2045_high_mid_REF_high,MGA_0.05_12,max,MGA_3,january_test
CA_N,nuclear,0.0,0.0,p2_2045_high_mid_REF_high,MGA_0.05_12,max,MGA_3,january_test
CA_N,offshore_wind,0.0,0.0,p2_2045_high_mid_REF_high,MGA_0.05_12,max,MGA_3,january_test
CA_N,onshore_wind,1327.6089999999997,0.009000000000000001,p2_2045_high_mid_REF_high,MGA_0.05_12,max,MGA_3,january_test
CA_N,other_renewables,942.3019999999999,0.0,p2_2045_high_mid_REF_high,MGA_0.05_12,max,MGA_3,january_test
CA_N,pumped_hydro,1791.0,0.0,p2_2045_high_mid_REF_high,MGA_0.05_12,max,MGA_3,january_test
CA_N,solar,55111.424,52324.324,p2_2045_high_mid_REF_high,MGA_0.05_12,max,MGA_3,january_test
CA_S,NGCCS,34524.664,34524.664,p2_2045_high_mid_REF_high,MGA_0.05_12,max,MGA_3,january_test
CA_S,ZCF,4584.649,0.037000000000000005,p2_2045_high_mid_REF_high,MGA_0.05_12,max,MGA_3,january_test
CA_S,battery,0.63,0.63,p2_2045_high_mid_REF_high,MGA_0.05_12,max,MGA_3,january_test
CA_S,flexible_load,10523.132,0.0,p2_2045_high_mid_REF_high,MGA_0.05_12,max,MGA_3,january_test
CA_S,hydro,1396.2,0.0,p2_2045_high_mid_REF_high,MGA_0.05_12,max,MGA_3,january_test
CA_S,hydrogen_storage,0.005,0.005,p2_2045_high_mid_REF_high,MGA_0.05_12,max,MGA_3,january_test
CA_S,nuclear,0.0,0.0,p2_2045_high_mid_REF_high,MGA_0.05_12,max,MGA_3,january_test
CA_S,onshore_wind,4735.6500000000015,0.05,p2_2045_high_mid_REF_high,MGA_0.05_12,max,MGA_3,january_test
CA_S,other_renewables,804.667,0.0,p2_2045_high_mid_REF_high,MGA_0.05_12,max,MGA_3,january_test
CA_S,pumped_hydro,1665.0,0.0,p2_2045_high_mid_REF_high,MGA_0.05_12,max,MGA_3,january_test
CA_S,solar,9520.014000000003,0.015,p2_2045_high_mid_REF_high,MGA_0.05_12,max,MGA_3,january_test
WECC_N,ZCF,3326.105,0.0,p2_2045_high_mid_REF_high,MGA_0.05_12,max,MGA_3,january_test
WECC_N,battery,7144.59,7144.59,p2_2045_high_mid_REF_high,MGA_0.05_12,max,MGA_3,january_test
WECC_N,flexible_load,3946.495,0.0,p2_2045_high_mid_REF_high,MGA_0.05_12,max,MGA_3,january_test
WECC_N,hydro,4647.835,0.0,p2_2045_high_mid_REF_high,MGA_0.05_12,max,MGA_3,january_test
WECC_N,hydrogen_storage,0.017,0.017,p2_2045_high_mid_REF_high,MGA_0.05_12,max,MGA_3,january_test
WECC_N,nuclear,0.004,0.004,p2_2045_high_mid_REF_high,MGA_0.05_12,max,MGA_3,january_test
WECC_N,onshore_wind,23761.193000000003,19867.293,p2_2045_high_mid_REF_high,MGA_0.05_12,max,MGA_3,january_test
WECC_N,other_renewables,400.29400000000004,0.0,p2_2045_high_mid_REF_high,MGA_0.05_12,max,MGA_3,january_test
WECC_N,solar,33760.116,32574.416,p2_2045_high_mid_REF_high,MGA_0.05_12,max,MGA_3,january_test
WECC_NMAZ,NGCCS,0.083,0.083,p2_2045_high_mid_REF_high,MGA_0.05_12,max,MGA_3,january_test
WECC_NMAZ,ZCF,3716.9849999999997,0.07300000000000001,p2_2045_high_mid_REF_high,MGA_0.05_12,max,MGA_3,january_test
WECC_NMAZ,battery,4822.052,4822.052,p2_2045_high_mid_REF_high,MGA_0.05_12,max,MGA_3,january_test
WECC_NMAZ,flexible_load,7852.401999999999,0.0,p2_2045_high_mid_REF_high,MGA_0.05_12,max,MGA_3,january_test
WECC_NMAZ,hydro,3960.0,0.0,p2_2045_high_mid_REF_high,MGA_0.05_12,max,MGA_3,january_test
WECC_NMAZ,hydrogen_storage,0.006999999999999999,0.006999999999999999,p2_2045_high_mid_REF_high,MGA_0.05_12,max,MGA_3,january_test
WECC_NMAZ,nuclear,4003.0090000000005,0.01,p2_2045_high_mid_REF_high,MGA_0.05_12,max,MGA_3,january_test
WECC_NMAZ,onshore_wind,25043.197,23808.096999999998,p2_2045_high_mid_REF_high,MGA_0.05_12,max,MGA_3,january_test
WECC_NMAZ,other_renewables,18.294,0.0,p2_2045_high_mid_REF_high,MGA_0.05_12,max,MGA_3,january_test
WECC_NMAZ,pumped_hydro,216.3,0.0,p2_2045_high_mid_REF_high,MGA_0.05_12,max,MGA_3,january_test
WECC_NMAZ,solar,8770.788999999997,2504.3890000000006,p2_2045_high_mid_REF_high,MGA_0.05_12,max,MGA_3,january_test
WECC_PNW,ZCF,2325.998,0.0,p2_2045_high_mid_REF_high,MGA_0.05_12,max,MGA_3,january_test
WECC_PNW,battery,5919.346,5919.346,p2_2045_high_mid_REF_high,MGA_0.05_12,max,MGA_3,january_test
WECC_PNW,flexible_load,8967.414,0.0,p2_2045_high_mid_REF_high,MGA_0.05_12,max,MGA_3,january_test
WECC_PNW,hydro,29848.5,0.0,p2_2045_high_mid_REF_high,MGA_0.05_12,max,MGA_3,january_test
WECC_PNW,hydrogen_storage,0.006,0.006,p2_2045_high_mid_REF_high,MGA_0.05_12,max,MGA_3,january_test
WECC_PNW,nuclear,0.012,0.012,p2_2045_high_mid_REF_high,MGA_0.05_12,max,MGA_3,january_test
WECC_PNW,offshore_wind,0.0,0.0,p2_2045_high_mid_REF_high,MGA_0.05_12,max,MGA_3,january_test
WECC_PNW,onshore_wind,5254.0289999999995,0.028999999999999998,p2_2045_high_mid_REF_high,MGA_0.05_12,max,MGA_3,january_test
WECC_PNW,other_renewables,91.85699999999999,0.0,p2_2045_high_mid_REF_high,MGA_0.05_12,max,MGA_3,january_test
WECC_PNW,pumped_hydro,313.998,0.0,p2_2045_high_mid_REF_high,MGA_0.05_12,max,MGA_3,january_test
WECC_PNW,solar,27865.231,27655.331000000002,p2_2045_high_mid_REF_high,MGA_0.05_12,max,MGA_3,january_test
WECC_WYCO,NGCCS,7580.605,7580.605,p2_2045_high_mid_REF_high,MGA_0.05_12,max,MGA_3,january_test
WECC_WYCO,ZCF,1895.144,0.14,p2_2045_high_mid_REF_high,MGA_0.05_12,max,MGA_3,january_test
WECC_WYCO,battery,2260.9410000000003,2260.9410000000003,p2_2045_high_mid_REF_high,MGA_0.05_12,max,MGA_3,january_test
WECC_WYCO,flexible_load,5226.18,0.0,p2_2045_high_mid_REF_high,MGA_0.05_12,max,MGA_3,january_test
WECC_WYCO,hydro,961.87,0.0,p2_2045_high_mid_REF_high,MGA_0.05_12,max,MGA_3,january_test
WECC_WYCO,hydrogen_storage,0.026000000000000002,0.026000000000000002,p2_2045_high_mid_REF_high,MGA_0.05_12,max,MGA_3,january_test
WECC_WYCO,nuclear,0.013999999999999999,0.013999999999999999,p2_2045_high_mid_REF_high,MGA_0.05_12,max,MGA_3,january_test
WECC_WYCO,onshore_wind,39734.257000000005,33982.557,p2_2045_high_mid_REF_high,MGA_0.05_12,max,MGA_3,january_test
WECC_WYCO,other_renewables,9.676,0.0,p2_2045_high_mid_REF_high,MGA_0.05_12,max,MGA_3,january_test
WECC_WYCO,pumped_hydro,562.5,0.0,p2_2045_high_mid_REF_high,MGA_0.05_12,max,MGA_3,january_test
WECC_WYCO,solar,593.126,0.026000000000000002,p2_2045_high_mid_REF_high,MGA_0.05_12,max,MGA_3,january_test
CA_N,NGCCS,10998.566,10998.566,p2_2045_high_mid_REF_high,MGA_0.05_17,max,MGA_4,january_test
CA_N,ZCF,6228.697,0.10099999999999999,p2_2045_high_mid_REF_high,MGA_0.05_17,max,MGA_4,january_test
CA_N,battery,0.46399999999999997,0.46399999999999997,p2_2045_high_mid_REF_high,MGA_0.05_17,max,MGA_4,january_test
CA_N,flexible_load,7498.595,0.0,p2_2045_high_mid_REF_high,MGA_0.05_17,max,MGA_4,january_test
CA_N,hydro,7274.007,0.0,p2_2045_high_mid_REF_high,MGA_0.05_17,max,MGA_4,january_test
CA_N,hydrogen_storage,0.003,0.003,p2_2045_high_mid_REF_high,MGA_0.05_17,max,MGA_4,january_test
CA_N,nuclear,0.0,0.0,p2_2045_high_mid_REF_high,MGA_0.05_17,max,MGA_4,january_test
CA_N,offshore_wind,0.0,0.0,p2_2045_high_mid_REF_high,MGA_0.05_17,max,MGA_4,january_test
CA_N,onshore_wind,1327.6109999999996,0.011000000000000001,p2_2045_high_mid_REF_high,MGA_0.05_17,max,MGA_4,january_test
CA_N,other_renewables,942.3019999999999,0.0,p2_2045_high_mid_REF_high,MGA_0.05_17,max,MGA_4,january_test
CA_N,pumped_hydro,1791.0,0.0,p2_2045_high_mid_REF_high,MGA_0.05_17,max,MGA_4,january_test
CA_N,solar,9523.535,6736.4349999999995,p2_2045_high_mid_REF_high,MGA_0.05_17,max,MGA_4,january_test
CA_S,NGCCS,0.031,0.031,p2_2045_high_mid_REF_high,MGA_0.05_17,max,MGA_4,january_test
CA_S,ZCF,6444.069000000001,0.06,p2_2045_high_mid_REF_high,MGA_0.05_17,max,MGA_4,january_test
CA_S,battery,37983.831,37983.831,p2_2045_high_mid_REF_high,MGA_0.05_17,max,MGA_4,january_test
CA_S,flexible_load,10523.132,0.0,p2_2045_high_mid_REF_high,MGA_0.05_17,max,MGA_4,january_test
CA_S,hydro,1396.2,0.0,p2_2045_high_mid_REF_high,MGA_0.05_17,max,MGA_4,january_test
CA_S,hydrogen_storage,0.006999999999999999,0.006999999999999999,p2_2045_high_mid_REF_high,MGA_0.05_17,max,MGA_4,january_test
CA_S,nuclear,0.0,0.0,p2_2045_high_mid_REF_high,MGA_0.05_17,max,MGA_4,january_test
CA_S,onshore_wind,12286.664000000002,7551.063999999999,p2_2045_high_mid_REF_high,MGA_0.05_17,max,MGA_4,january_test
CA_S,other_renewables,804.667,0.0,p2_2045_high_mid_REF_high,MGA_0.05_17,max,MGA_4,january_test
CA_S,pumped_hydro,1665.0,0.0,p2_2045_high_mid_REF_high,MGA_0.05_17,max,MGA_4,january_test
CA_S,solar,85034.03899999999,75514.039,p2_2045_high_mid_REF_high,MGA_0.05_17,max,MGA_4,january_test
WECC_N,ZCF,3326.105,0.0,p2_2045_high_mid_REF_high,MGA_0.05_17,max,MGA_4,january_test
WECC_N,battery,0.128,0.128,p2_2045_high_mid_REF_high,MGA_0.05_17,max,MGA_4,january_test
WECC_N,flexible_load,3946.495,0.0,p2_2045_high_mid_REF_high,MGA_0.05_17,max,MGA_4,january_test
WECC_N,hydro,4647.835,0.0,p2_2045_high_mid_REF_high,MGA_0.05_17,max,MGA_4,january_test
WECC_N,hydrogen_storage,0.006999999999999999,0.006999999999999999,p2_2045_high_mid_REF_high,MGA_0.05_17,max,MGA_4,january_test
WECC_N,nuclear,0.01,0.01,p2_2045_high_mid_REF_high,MGA_0.05_17,max,MGA_4,january_test
WECC_N,onshore_wind,24927.197,21033.297,p2_2045_high_mid_REF_high,MGA_0.05_17,max,MGA_4,january_test
WECC_N,other_renewables,400.29400000000004,0.0,p2_2045_high_mid_REF_high,MGA_0.05_17,max,MGA_4,january_test
WECC_N,solar,1784.5919999999996,598.8919999999999,p2_2045_high_mid_REF_high,MGA_0.05_17,max,MGA_4,january_test
WECC_NMAZ,NGCCS,13381.469,13381.469,p2_2045_high_mid_REF_high,MGA_0.05_17,max,MGA_4,january_test
WECC_NMAZ,ZCF,145.155,0.059,p2_2045_high_mid_REF_high,MGA_0.05_17,max,MGA_4,january_test
WECC_NMAZ,battery,1607.8020000000001,1607.8020000000001,p2_2045_high_mid_REF_high,MGA_0.05_17,max,MGA_4,january_test
WECC_NMAZ,flexible_load,7852.401999999999,0.0,p2_2045_high_mid_REF_high,MGA_0.05_17,max,MGA_4,january_test
WECC_NMAZ,hydro,3960.0,0.0,p2_2045_high_mid_REF_high,MGA_0.05_17,max,MGA_4,january_test
WECC_NMAZ,hydrogen_storage,0.008,0.008,p2_2045_high_mid_REF_high,MGA_0.05_17,max,MGA_4,january_test
WECC_NMAZ,nuclear,4003.0040000000004,0.005,p2_2045_high_mid_REF_high,MGA_0.05_17,max,MGA_4,january_test
WECC_NMAZ,onshore_wind,19726.263999999996,18491.163999999993,p2_2045_high_mid_REF_high,MGA_0.05_17,max,MGA_4,january_test
WECC_NMAZ,other_renewables,18.294,0.0,p2_2045_high_mid_REF_high,MGA_0.05_17,max,MGA_4,january_test
WECC_NMAZ,pumped_hydro,216.3,0.0,p2_2045_high_mid_REF_high,MGA_0.05_17,max,MGA_4,january_test
WECC_NMAZ,solar,15069.414,8803.014000000003,p2_2045_high_mid_REF_high,MGA_0.05_17,max,MGA_4,january_test
WECC_PNW,ZCF,2325.998,0.0,p2_2045_high_mid_REF_high,MGA_0.05_17,max,MGA_4,january_test
WECC_PNW,battery,21084.045,21084.045,p2_2045_high_mid_REF_high,MGA_0.05_17,max,MGA_4,january_test
WECC_PNW,flexible_load,8967.414,0.0,p2_2045_high_mid_REF_high,MGA_0.05_17,max,MGA_4,january_test
WECC_PNW,hydro,29848.5,0.0,p2_2045_high_mid_REF_high,MGA_0.05_17,max,MGA_4,january_test
WECC_PNW,hydrogen_storage,0.011000000000000001,0.011000000000000001,p2_2045_high_mid_REF_high,MGA_0.05_17,max,MGA_4,january_test
WECC_PNW,nuclear,0.028999999999999998,0.028999999999999998,p2_2045_high_mid_REF_high,MGA_0.05_17,max,MGA_4,january_test
WECC_PNW,offshore_wind,0.0,0.0,p2_2045_high_mid_REF_high,MGA_0.05_17,max,MGA_4,january_test
WECC_PNW,onshore_wind,5808.0999999999985,554.0999999999998,p2_2045_high_mid_REF_high,MGA_0.05_17,max,MGA_4,january_test
WECC_PNW,other_renewables,91.85699999999999,0.0,p2_2045_high_mid_REF_high,MGA_0.05_17,max,MGA_4,january_test
WECC_PNW,pumped_hydro,313.998,0.0,p2_2045_high_mid_REF_high,MGA_0.05_17,max,MGA_4,january_test
WECC_PNW,solar,69543.84400000001,69333.944,p2_2045_high_mid_REF_high,MGA_0.05_17,max,MGA_4,january_test
WECC_WYCO,NGCCS,111.889,111.889,p2_2045_high_mid_REF_high,MGA_0.05_17,max,MGA_4,january_test
WECC_WYCO,ZCF,5553.3369999999995,3658.333,p2_2045_high_mid_REF_high,MGA_0.05_17,max,MGA_4,january_test
WECC_WYCO,battery,1464.729,1464.729,p2_2045_high_mid_REF_high,MGA_0.05_17,max,MGA_4,january_test
WECC_WYCO,flexible_load,5226.18,0.0,p2_2045_high_mid_REF_high,MGA_0.05_17,max,MGA_4,january_test
WECC_WYCO,hydro,961.87,0.0,p2_2045_high_mid_REF_high,MGA_0.05_17,max,MGA_4,january_test
WECC_WYCO,hydrogen_storage,0.024,0.024,p2_2045_high_mid_REF_high,MGA_0.05_17,max,MGA_4,january_test
WECC_WYCO,nuclear,0.006999999999999999,0.006999999999999999,p2_2045_high_mid_REF_high,MGA_0.05_17,max,MGA_4,january_test
WECC_WYCO,onshore_wind,43687.621,37935.921,p2_2045_high_mid_REF_high,MGA_0.05_17,max,MGA_4,january_test
WECC_WYCO,other_renewables,9.676,0.0,p2_2045_high_mid_REF_high,MGA_0.05_17,max,MGA_4,january_test
WECC_WYCO,pumped_hydro,562.5,0.0,p2_2045_high_mid_REF_high,MGA_0.05_17,max,MGA_4,january_test
WECC_WYCO,solar,6243.099000000001,5649.999000000001,p2_2045_high_mid_REF_high,MGA_0.05_17,max,MGA_4,january_test
CA_N,NGCCS,23235.452,23235.452,p2_2045_high_mid_REF_high,MGA_0.05_7,max,MGA_5,january_test
CA_N,ZCF,2392.6629999999996,0.034,p2_2045_high_mid_REF_high,MGA_0.05_7,max,MGA_5,january_test
CA_N,battery,0.92,0.92,p2_2045_high_mid_REF_high,MGA_0.05_7,max,MGA_5,january_test
CA_N,flexible_load,7498.595,0.0,p2_2045_high_mid_REF_high,MGA_0.05_7,max,MGA_5,january_test
CA_N,hydro,7274.007,0.0,p2_2045_high_mid_REF_high,MGA_0.05_7,max,MGA_5,january_test
CA_N,hydrogen_storage,0.003,0.003,p2_2045_high_mid_REF_high,MGA_0.05_7,max,MGA_5,january_test
CA_N,nuclear,0.0,0.0,p2_2045_high_mid_REF_high,MGA_0.05_7,max,MGA_5,january_test
CA_N,offshore_wind,0.0,0.0,p2_2045_high_mid_REF_high,MGA_0.05_7,max,MGA_5,january_test
CA_N,onshore_wind,1327.6049999999998,0.005,p2_2045_high_mid_REF_high,MGA_0.05_7,max,MGA_5,january_test
CA_N,other_renewables,942.3019999999999,0.0,p2_2045_high_mid_REF_high,MGA_0.05_7,max,MGA_5,january_test
CA_N,pumped_hydro,1791.0,0.0,p2_2045_high_mid_REF_high,MGA_0.05_7,max,MGA_5,january_test
CA_N,solar,5053.461,2266.361,p2_2045_high_mid_REF_high,MGA_0.05_7,max,MGA_5,january_test
CA_S,NGCCS,0.084,0.084,p2_2045_high_mid_REF_high,MGA_0.05_7,max,MGA_5,january_test
CA_S,ZCF,9041.955,2664.359,p2_2045_high_mid_REF_high,MGA_0.05_7,max,MGA_5,january_test
CA_S,battery,15921.278,15921.278,p2_2045_high_mid_REF_high,MGA_0.05_7,max,MGA_5,january_test
CA_S,flexible_load,10523.132,0.0,p2_2045_high_mid_REF_high,MGA_0.05_7,max,MGA_5,january_test
CA_S,hydro,1396.2,0.0,p2_2045_high_mid_REF_high,MGA_0.05_7,max,MGA_5,january_test
CA_S,hydrogen_storage,0.004,0.004,p2_2045_high_mid_REF_high,MGA_0.05_7,max,MGA_5,january_test
CA_S,nuclear,0.0,0.0,p2_2045_high_mid_REF_high,MGA_0.05_7,max,MGA_5,january_test
CA_S,onshore_wind,11343.884,6608.2840000000015,p2_2045_high_mid_REF_high,MGA_0.05_7,max,MGA_5,january_test
CA_S,other_renewables,804.667,0.0,p2_2045_high_mid_REF_high,MGA_0.05_7,max,MGA_5,january_test
CA_S,pumped_hydro,1665.0,0.0,p2_2045_high_mid_REF_high,MGA_0.05_7,max,MGA_5,january_test
CA_S,solar,38453.365,28933.364999999998,p2_2045_high_mid_REF_high,MGA_0.05_7,max,MGA_5,january_test
WECC_N,ZCF,3326.105,0.0,p2_2045_high_mid_REF_high,MGA_0.05_7,max,MGA_5,january_test
WECC_N,battery,0.124,0.124,p2_2045_high_mid_REF_high,MGA_0.05_7,max,MGA_5,january_test
WECC_N,flexible_load,3946.495,0.0,p2_2045_high_mid_REF_high,MGA_0.05_7,max,MGA_5,january_test
WECC_N,hydro,4647.835,0.0,p2_2045_high_mid_REF_high,MGA_0.05_7,max,MGA_5,january_test
WECC_N,hydrogen_storage,0.006999999999999999,0.006999999999999999,p2_2045_high_mid_REF_high,MGA_0.05_7,max,MGA_5,january_test
WECC_N,nuclear,0.006999999999999999,0.006999999999999999,p2_2045_high_mid_REF_high,MGA_0.05_7,max,MGA_5,january_test
WECC_N,onshore_wind,36623.166,32729.265999999996,p2_2045_high_mid_REF_high,MGA_0.05_7,max,MGA_5,january_test
WECC_N,other_renewables,400.29400000000004,0.0,p2_2045_high_mid_REF_high,MGA_0.05_7,max,MGA_5,january_test
WECC_N,solar,1185.7570000000005,0.056999999999999995,p2_2045_high_mid_REF_high,MGA_0.05_7,max,MGA_5,january_test
WECC_NMAZ,NGCCS,5.649,5.649,p2_2045_high_mid_REF_high,MGA_0.05_7,max,MGA_5,january_test
WECC_NMAZ,ZCF,3716.67,0.063,p2_2045_high_mid_REF_high,MGA_0.05_7,max,MGA_5,january_test
WECC_NMAZ,battery,21568.013,21568.013,p2_2045_high_mid_REF_high,MGA_0.05_7,max,MGA_5,january_test
WECC_NMAZ,flexible_load,7852.401999999999,0.0,p2_2045_high_mid_REF_high,MGA_0.05_7,max,MGA_5,january_test
WECC_NMAZ,hydro,3960.0,0.0,p2_2045_high_mid_REF_high,MGA_0.05_7,max,MGA_5,january_test
WECC_NMAZ,hydrogen_storage,0.012,0.012,p2_2045_high_mid_REF_high,MGA_0.05_7,max,MGA_5,january_test
WECC_NMAZ,nuclear,4003.005,0.006,p2_2045_high_mid_REF_high,MGA_0.05_7,max,MGA_5,january_test
WECC_NMAZ,onshore_wind,24328.846000000005,23093.746000000003,p2_2045_high_mid_REF_high,MGA_0.05_7,max,MGA_5,january_test
WECC_NMAZ,other_renewables,18.294,0.0,p2_2045_high_mid_REF_high,MGA_0.05_7,max,MGA_5,january_test
WECC_NMAZ,pumped_hydro,216.3,0.0,p2_2045_high_mid_REF_high,MGA_0.05_7,max,MGA_5,january_test
WECC_NMAZ,solar,52085.12699999999,45818.727,p2_2045_high_mid_REF_high,MGA_0.05_7,max,MGA_5,january_test
WECC_PNW,ZCF,2325.998,0.0,p2_2045_high_mid_REF_high,MGA_0.05_7,max,MGA_5,january_test
WECC_PNW,battery,8600.912,8600.912,p2_2045_high_mid_REF_high,MGA_0.05_7,max,MGA_5,january_test
WECC_PNW,flexible_load,8967.414,0.0,p2_2045_high_mid_REF_high,MGA_0.05_7,max,MGA_5,january_test
WECC_PNW,hydro,29848.5,0.0,p2_2045_high_mid_REF_high,MGA_0.05_7,max,MGA_5,january_test
WECC_PNW,hydrogen_storage,0.006,0.006,p2_2045_high_mid_REF_high,MGA_0.05_7,max,MGA_5,january_test
WECC_PNW,nuclear,0.006,0.006,p2_2045_high_mid_REF_high,MGA_0.05_7,max,MGA_5,january_test
WECC_PNW,offshore_wind,0.0,0.0,p2_2045_high_mid_REF_high,MGA_0.05_7,max,MGA_5,january_test
WECC_PNW,onshore_wind,14963.410999999998,9709.410999999998,p2_2045_high_mid_REF_high,MGA_0.05_7,max,MGA_5,january_test
WECC_PNW,other_renewables,91.85699999999999,0.0,p2_2045_high_mid_REF_high,MGA_0.05_7,max,MGA_5,january_test
WECC_PNW,pumped_hydro,313.998,0.0,p2_2045_high_mid_REF_high,MGA_0.05_7,max,MGA_5,january_test
WECC_PNW,solar,40103.56100000001,39893.66100000001,p2_2045_high_mid_REF_high,MGA_0.05_7,max,MGA_5,january_test
WECC_WYCO,NGCCS,5310.71,5310.71,p2_2045_high_mid_REF_high,MGA_0.05_7,max,MGA_5,january_test
WECC_WYCO,ZCF,1895.09,0.086,p2_2045_high_mid_REF_high,MGA_0.05_7,max,MGA_5,january_test
WECC_WYCO,battery,13575.638,13575.638,p2_2045_high_mid_REF_high,MGA_0.05_7,max,MGA_5,january_test
WECC_WYCO,flexible_load,5226.18,0.0,p2_2045_high_mid_REF_high,MGA_0.05_7,max,MGA_5,january_test
WECC_WYCO,hydro,961.87,0.0,p2_2045_high_mid_REF_high,MGA_0.05_7,max,MGA_5,january_test
WECC_WYCO,hydrogen_storage,0.013999999999999999,0.013999999999999999,p2_2045_high_mid_REF_high,MGA_0.05_7,max,MGA_5,january_test
WECC_WYCO,nuclear,0.011000000000000001,0.011000000000000001,p2_2045_high_mid_REF_high,MGA_0.05_7,max,MGA_5,january_test
WECC_WYCO,onshore_wind,16040.423999999999,10288.724,p2_2045_high_mid_REF_high,MGA_0.05_7,max,MGA_5,january_test
WECC_WYCO,other_renewables,9.676,0.0,p2_2045_high_mid_REF_high,MGA_0.05_7,max,MGA_5,january_test
