Line,New_Trans_Capacity,Cost_Trans_Capacity,iter,Policy,folder,case,weeks
5,-0.0002818451,-23.695282000000002,26,p2_2045_high_mid_REF_high,MGA_0.05_4,max,january_test
6,-0.00030382244999999997,-41.62307,26,p2_2045_high_mid_REF_high,MGA_0.05_4,max,january_test
7,740.0003,46869396.0,26,p2_2045_high_mid_REF_high,MGA_0.05_4,max,january_test
8,5150.0,210985200.0,26,p2_2045_high_mid_REF_high,MGA_0.05_4,max,january_test
9,4150.0,168676750.0,26,p2_2045_high_mid_REF_high,MGA_0.05_4,max,january_test
10,664.0003,34073840.0,26,p2_2045_high_mid_REF_high,MGA_0.05_4,max,january_test
1,980.322,89303416.0,27,p2_2045_high_mid_REF_high,MGA_0.05_7,max,january_test
2,99.99535999999999,9226272.0,27,p2_2045_high_mid_REF_high,MGA_0.05_7,max,january_test
3,2811.0203,245407700.0,27,p2_2045_high_mid_REF_high,MGA_0.05_7,max,january_test
4,911.54224,95365544.0,27,p2_2045_high_mid_REF_high,MGA_0.05_7,max,january_test
5,0.0006590838,55.41049,27,p2_2045_high_mid_REF_high,MGA_0.05_7,max,january_test
6,-0.00020554411,-28.159132,27,p2_2045_high_mid_REF_high,MGA_0.05_7,max,january_test
7,739.99963,46869360.0,27,p2_2045_high_mid_REF_high,MGA_0.05_7,max,january_test
8,4128.3486,169130180.0,27,p2_2045_high_mid_REF_high,MGA_0.05_7,max,january_test
9,1405.2799,57117600.0,27,p2_2045_high_mid_REF_high,MGA_0.05_7,max,january_test
10,663.9999,34073816.0,27,p2_2045_high_mid_REF_high,MGA_0.05_7,max,january_test
1,3674.9995,334777760.0,28,p2_2045_high_mid_REF_high,MGA_0.05_13,max,january_test
2,100.00010999999999,9226710.0,28,p2_2045_high_mid_REF_high,MGA_0.05_13,max,january_test
3,332.06284,28989750.0,28,p2_2045_high_mid_REF_high,MGA_0.05_13,max,january_test
4,1399.9993,146467920.0,28,p2_2045_high_mid_REF_high,MGA_0.05_13,max,january_test
5,-0.0001561043,-13.124001000000002,28,p2_2045_high_mid_REF_high,MGA_0.05_13,max,january_test
6,2857.9978,391539970.0,28,p2_2045_high_mid_REF_high,MGA_0.05_13,max,january_test
7,740.00006,46869384.0,28,p2_2045_high_mid_REF_high,MGA_0.05_13,max,january_test
8,5150.0,210985200.0,28,p2_2045_high_mid_REF_high,MGA_0.05_13,max,january_test
9,3340.3225,135767410.0,28,p2_2045_high_mid_REF_high,MGA_0.05_13,max,january_test
10,664.0002,34073830.0,28,p2_2045_high_mid_REF_high,MGA_0.05_13,max,january_test
1,2830.2424,257823760.0,29,p2_2045_high_mid_REF_high,MGA_0.05_22,max,january_test
2,99.99324,9226077.0,29,p2_2045_high_mid_REF_high,MGA_0.05_22,max,january_test
3,3642.6704,318012400.0,29,p2_2045_high_mid_REF_high,MGA_0.05_22,max,january_test
4,-0.0002593961,-27.13802,29,p2_2045_high_mid_REF_high,MGA_0.05_22,max,january_test
5,-0.00025937002,-21.805756,29,p2_2045_high_mid_REF_high,MGA_0.05_22,max,january_test
6,0.0005393259,73.886566,29,p2_2045_high_mid_REF_high,MGA_0.05_22,max,january_test
7,739.99915,46869330.0,29,p2_2045_high_mid_REF_high,MGA_0.05_22,max,january_test
8,5149.998,210985120.0,29,p2_2045_high_mid_REF_high,MGA_0.05_22,max,january_test
9,4149.9873,168676220.0,29,p2_2045_high_mid_REF_high,MGA_0.05_22,max,january_test
10,663.9997599999999,34073812.0,29,p2_2045_high_mid_REF_high,MGA_0.05_22,max,january_test
1,-8.870966999999999e-05,-8.081096,30,p2_2045_high_mid_REF_high,MGA_0.05_16,min,january_test
2,99.99985500000001,9226687.0,30,p2_2045_high_mid_REF_high,MGA_0.05_16,min,january_test
3,1231.8839,107545930.0,30,p2_2045_high_mid_REF_high,MGA_0.05_16,min,january_test
4,1399.9994,146467940.0,30,p2_2045_high_mid_REF_high,MGA_0.05_16,min,january_test
5,2584.5366,217287170.0,30,p2_2045_high_mid_REF_high,MGA_0.05_16,min,january_test
6,-8.896906999999999e-05,-12.188585,30,p2_2045_high_mid_REF_high,MGA_0.05_16,min,january_test
7,739.99994,46869376.0,30,p2_2045_high_mid_REF_high,MGA_0.05_16,min,january_test
8,5150.0,210985200.0,30,p2_2045_high_mid_REF_high,MGA_0.05_16,min,january_test
9,4150.0,168676740.0,30,p2_2045_high_mid_REF_high,MGA_0.05_16,min,january_test
10,664.00006,34073828.0,30,p2_2045_high_mid_REF_high,MGA_0.05_16,min,january_test
1,-3.4909197e-05,-3.1800883,31,p2_2045_high_mid_REF_high,MGA_0.05_14,min,january_test
2,99.99911,9226617.0,31,p2_2045_high_mid_REF_high,MGA_0.05_14,min,january_test
3,265.43793,23173264.0,31,p2_2045_high_mid_REF_high,MGA_0.05_14,min,january_test
4,1252.0539999999999,130989890.0,31,p2_2045_high_mid_REF_high,MGA_0.05_14,min,january_test
5,8394.68,705757500.0,31,p2_2045_high_mid_REF_high,MGA_0.05_14,min,january_test
6,-4.4634664e-05,-6.11486,31,p2_2045_high_mid_REF_high,MGA_0.05_14,min,january_test
7,739.9999,46869372.0,31,p2_2045_high_mid_REF_high,MGA_0.05_14,min,january_test
8,5150.0,210985200.0,31,p2_2045_high_mid_REF_high,MGA_0.05_14,min,january_test
9,4150.0,168676750.0,31,p2_2045_high_mid_REF_high,MGA_0.05_14,min,january_test
10,664.00006,34073828.0,31,p2_2045_high_mid_REF_high,MGA_0.05_14,min,january_test
1,3674.9995,334777760.0,32,p2_2045_high_mid_REF_high,MGA_0.05_17,min,january_test
2,99.99916,9226622.0,32,p2_2045_high_mid_REF_high,MGA_0.05_17,min,january_test
3,3674.9990000000003,320834780.0,32,p2_2045_high_mid_REF_high,MGA_0.05_17,min,january_test
4,1399.9993,146467940.0,32,p2_2045_high_mid_REF_high,MGA_0.05_17,min,january_test
5,-0.00012904734,-10.849269,32,p2_2045_high_mid_REF_high,MGA_0.05_17,min,january_test
6,1277.6274,175032400.0,32,p2_2045_high_mid_REF_high,MGA_0.05_17,min,january_test
7,740.0,46869380.0,32,p2_2045_high_mid_REF_high,MGA_0.05_17,min,january_test
8,5150.0,210985200.0,32,p2_2045_high_mid_REF_high,MGA_0.05_17,min,january_test
9,4149.995,168676540.0,32,p2_2045_high_mid_REF_high,MGA_0.05_17,min,january_test
10,663.99994,34073820.0,32,p2_2045_high_mid_REF_high,MGA_0.05_17,min,january_test
1,3384.4631,308311040.0,33,p2_2045_high_mid_REF_high,MGA_0.05_3,min,january_test
2,99.999535,9226657.0,33,p2_2045_high_mid_REF_high,MGA_0.05_3,min,january_test
3,3172.8132,276992930.0,33,p2_2045_high_mid_REF_high,MGA_0.05_3,min,january_test
4,1399.9971,146467700.0,33,p2_2045_high_mid_REF_high,MGA_0.05_3,min,january_test
5,-7.446431999999999e-05,-6.260364,33,p2_2045_high_mid_REF_high,MGA_0.05_3,min,january_test
6,-4.8129170000000005e-05,-6.593600299999999,33,p2_2045_high_mid_REF_high,MGA_0.05_3,min,january_test
7,739.9999,46869372.0,33,p2_2045_high_mid_REF_high,MGA_0.05_3,min,january_test
8,5149.9995,210985170.0,33,p2_2045_high_mid_REF_high,MGA_0.05_3,min,january_test
9,4149.9995,168676740.0,33,p2_2045_high_mid_REF_high,MGA_0.05_3,min,january_test
10,664.0001,34073828.0,33,p2_2045_high_mid_REF_high,MGA_0.05_3,min,january_test
1,270.64404,24654590.0,34,p2_2045_high_mid_REF_high,MGA_0.05_9,min,january_test
2,99.99993,9226693.0,34,p2_2045_high_mid_REF_high,MGA_0.05_9,min,january_test
3,3674.9998,320834800.0,34,p2_2045_high_mid_REF_high,MGA_0.05_9,min,january_test
4,1399.9999,146467980.0,34,p2_2045_high_mid_REF_high,MGA_0.05_9,min,january_test
5,126.40862,10627426.0,34,p2_2045_high_mid_REF_high,MGA_0.05_9,min,january_test
6,644.5047599999999,88295864.0,34,p2_2045_high_mid_REF_high,MGA_0.05_9,min,january_test
7,740.0,46869380.0,34,p2_2045_high_mid_REF_high,MGA_0.05_9,min,january_test
8,5150.0,210985180.0,34,p2_2045_high_mid_REF_high,MGA_0.05_9,min,january_test
9,4150.0,168676740.0,34,p2_2045_high_mid_REF_high,MGA_0.05_9,min,january_test
10,664.00006,34073824.0,34,p2_2045_high_mid_REF_high,MGA_0.05_9,min,january_test
1,3674.998,334777630.0,35,p2_2045_high_mid_REF_high,MGA_0.05_1,min,january_test
2,99.99788000000001,9226505.0,35,p2_2045_high_mid_REF_high,MGA_0.05_1,min,january_test
3,840.8421599999999,73407210.0,35,p2_2045_high_mid_REF_high,MGA_0.05_1,min,january_test
4,1399.9991,146467920.0,35,p2_2045_high_mid_REF_high,MGA_0.05_1,min,january_test
5,-0.00013373964,-11.243758,35,p2_2045_high_mid_REF_high,MGA_0.05_1,min,january_test
6,1542.1074,211265630.0,35,p2_2045_high_mid_REF_high,MGA_0.05_1,min,january_test
7,740.00006,46869384.0,35,p2_2045_high_mid_REF_high,MGA_0.05_1,min,january_test
8,5150.0,210985180.0,35,p2_2045_high_mid_REF_high,MGA_0.05_1,min,january_test
9,2366.835,96200010.0,35,p2_2045_high_mid_REF_high,MGA_0.05_1,min,january_test
10,664.0001,34073830.0,35,p2_2045_high_mid_REF_high,MGA_0.05_1,min,january_test
1,-0.00015185646999999998,-13.833517,36,p2_2045_high_mid_REF_high,MGA_0.05_6,min,january_test
2,-0.00013868055,-12.795639,36,p2_2045_high_mid_REF_high,MGA_0.05_6,min,january_test
3,3674.9995,320834800.0,36,p2_2045_high_mid_REF_high,MGA_0.05_6,min,january_test
4,-0.00010612708,-11.103015,36,p2_2045_high_mid_REF_high,MGA_0.05_6,min,january_test
5,-0.00011564858999999999,-9.722808,36,p2_2045_high_mid_REF_high,MGA_0.05_6,min,january_test
6,1450.8606,198765010.0,36,p2_2045_high_mid_REF_high,MGA_0.05_6,min,january_test
7,739.9986,46869292.0,36,p2_2045_high_mid_REF_high,MGA_0.05_6,min,january_test
8,5149.9995,210985180.0,36,p2_2045_high_mid_REF_high,MGA_0.05_6,min,january_test
9,4150.0,168676750.0,36,p2_2045_high_mid_REF_high,MGA_0.05_6,min,january_test
10,664.0001,34073830.0,36,p2_2045_high_mid_REF_high,MGA_0.05_6,min,january_test
1,3674.9976,334777570.0,37,p2_2045_high_mid_REF_high,MGA_0.05_5,min,january_test
2,99.99209599999999,9225970.0,37,p2_2045_high_mid_REF_high,MGA_0.05_5,min,january_test
3,3674.9937,320834300.0,37,p2_2045_high_mid_REF_high,MGA_0.05_5,min,january_test
4,-0.00013364233999999998,-13.981663000000001,37,p2_2045_high_mid_REF_high,MGA_0.05_5,min,january_test
5,0.000568966,47.834109999999995,37,p2_2045_high_mid_REF_high,MGA_0.05_5,min,january_test
6,-0.0001686155,-23.099987,37,p2_2045_high_mid_REF_high,MGA_0.05_5,min,january_test
7,739.99994,46869376.0,37,p2_2045_high_mid_REF_high,MGA_0.05_5,min,january_test
8,5149.9927,210984900.0,37,p2_2045_high_mid_REF_high,MGA_0.05_5,min,january_test
9,1298.8024,52789824.0,37,p2_2045_high_mid_REF_high,MGA_0.05_5,min,january_test
10,664.00006,34073828.0,37,p2_2045_high_mid_REF_high,MGA_0.05_5,min,january_test
1,3674.9993,334777730.0,38,p2_2045_high_mid_REF_high,MGA_0.05_18,min,january_test
2,99.9987,9226580.0,38,p2_2045_high_mid_REF_high,MGA_0.05_18,min,january_test
3,-0.00014565198,-12.715709,38,p2_2045_high_mid_REF_high,MGA_0.05_18,min,january_test
4,1399.9999,146467980.0,38,p2_2045_high_mid_REF_high,MGA_0.05_18,min,january_test
5,3230.8086,271620540.0,38,p2_2045_high_mid_REF_high,MGA_0.05_18,min,january_test
6,1775.4089,243227470.0,38,p2_2045_high_mid_REF_high,MGA_0.05_18,min,january_test
7,740.0002,46869390.0,38,p2_2045_high_mid_REF_high,MGA_0.05_18,min,january_test
8,5149.9995,210985180.0,38,p2_2045_high_mid_REF_high,MGA_0.05_18,min,january_test
9,924.2947,37567956.0,38,p2_2045_high_mid_REF_high,MGA_0.05_18,min,january_test
10,664.0002,34073830.0,38,p2_2045_high_mid_REF_high,MGA_0.05_18,min,january_test
1,-0.00020888002,-19.028135,39,p2_2045_high_mid_REF_high,MGA_0.05_10,min,january_test
2,99.99956999999999,9226660.0,39,p2_2045_high_mid_REF_high,MGA_0.05_10,min,january_test
3,168.95973,14750522.0,39,p2_2045_high_mid_REF_high,MGA_0.05_10,min,january_test
4,1399.9984,146467840.0,39,p2_2045_high_mid_REF_high,MGA_0.05_10,min,january_test
5,0.0001416332,11.907386,39,p2_2045_high_mid_REF_high,MGA_0.05_10,min,january_test
6,-2.5046129e-05,-3.4312693999999997,39,p2_2045_high_mid_REF_high,MGA_0.05_10,min,january_test
7,739.99994,46869376.0,39,p2_2045_high_mid_REF_high,MGA_0.05_10,min,january_test
8,5150.0,210985200.0,39,p2_2045_high_mid_REF_high,MGA_0.05_10,min,january_test
9,4149.9966,168676600.0,39,p2_2045_high_mid_REF_high,MGA_0.05_10,min,january_test
10,664.0002,34073830.0,39,p2_2045_high_mid_REF_high,MGA_0.05_10,min,january_test
1,3674.9993,334777730.0,40,p2_2045_high_mid_REF_high,MGA_0.05_15,min,january_test
2,99.99984,9226685.0,40,p2_2045_high_mid_REF_high,MGA_0.05_15,min,january_test
3,1673.0674,146062130.0,40,p2_2045_high_mid_REF_high,MGA_0.05_15,min,january_test
4,-1.646807e-05,-1.7228894000000001,40,p2_2045_high_mid_REF_high,MGA_0.05_15,min,january_test
5,-1.2663182e-05,-1.0646191,40,p2_2045_high_mid_REF_high,MGA_0.05_15,min,january_test
6,-9.694647e-06,-1.3281473,40,p2_2045_high_mid_REF_high,MGA_0.05_15,min,january_test
7,739.99927,46869332.0,40,p2_2045_high_mid_REF_high,MGA_0.05_15,min,january_test
8,5150.0,210985200.0,40,p2_2045_high_mid_REF_high,MGA_0.05_15,min,january_test
9,4150.0,168676750.0,40,p2_2045_high_mid_REF_high,MGA_0.05_15,min,january_test
10,664.0,34073824.0,40,p2_2045_high_mid_REF_high,MGA_0.05_15,min,january_test
1,-9.1722824e-05,-8.355583,41,p2_2045_high_mid_REF_high,MGA_0.05_19,min,january_test
2,99.99993,9226693.0,41,p2_2045_high_mid_REF_high,MGA_0.05_19,min,january_test
3,3674.9998,320834800.0,41,p2_2045_high_mid_REF_high,MGA_0.05_19,min,january_test
4,1399.9979,146467790.0,41,p2_2045_high_mid_REF_high,MGA_0.05_19,min,january_test
5,10463.999,879729300.0,41,p2_2045_high_mid_REF_high,MGA_0.05_19,min,january_test
6,612.6663,83934060.0,41,p2_2045_high_mid_REF_high,MGA_0.05_19,min,january_test
7,740.0002,46869390.0,41,p2_2045_high_mid_REF_high,MGA_0.05_19,min,january_test
8,5149.9995,210985170.0,41,p2_2045_high_mid_REF_high,MGA_0.05_19,min,january_test
9,4150.0,168676750.0,41,p2_2045_high_mid_REF_high,MGA_0.05_19,min,january_test
10,664.0002,34073830.0,41,p2_2045_high_mid_REF_high,MGA_0.05_19,min,january_test
1,-6.779143400000001e-06,-0.6175528,42,p2_2045_high_mid_REF_high,MGA_0.05_11,min,january_test
2,99.99965,9226668.0,42,p2_2045_high_mid_REF_high,MGA_0.05_11,min,january_test
3,105.23298999999999,9187050.0,42,p2_2045_high_mid_REF_high,MGA_0.05_11,min,january_test
4,1399.9996,146467970.0,42,p2_2045_high_mid_REF_high,MGA_0.05_11,min,january_test
5,1987.7561,167114640.0,42,p2_2045_high_mid_REF_high,MGA_0.05_11,min,january_test
6,-1.6223621e-05,-2.2226037999999995,42,p2_2045_high_mid_REF_high,MGA_0.05_11,min,january_test
7,740.0,46869380.0,42,p2_2045_high_mid_REF_high,MGA_0.05_11,min,january_test
8,5150.0,210985200.0,42,p2_2045_high_mid_REF_high,MGA_0.05_11,min,january_test
9,3778.9390000000003,153594980.0,42,p2_2045_high_mid_REF_high,MGA_0.05_11,min,january_test
10,664.0,34073824.0,42,p2_2045_high_mid_REF_high,MGA_0.05_11,min,january_test
1,3674.995,334777380.0,43,p2_2045_high_mid_REF_high,MGA_0.05_8,min,january_test
2,99.99983,9226685.0,43,p2_2045_high_mid_REF_high,MGA_0.05_8,min,january_test
3,424.90542999999997,37095092.0,43,p2_2045_high_mid_REF_high,MGA_0.05_8,min,january_test
4,1399.9979999999998,146467790.0,43,p2_2045_high_mid_REF_high,MGA_0.05_8,min,january_test
5,-1.0561891e-05,-0.8879593000000001,43,p2_2045_high_mid_REF_high,MGA_0.05_8,min,january_test
6,-0.00013743294,-18.828037,43,p2_2045_high_mid_REF_high,MGA_0.05_8,min,january_test
7,739.99994,46869376.0,43,p2_2045_high_mid_REF_high,MGA_0.05_8,min,january_test
8,5150.0,210985200.0,43,p2_2045_high_mid_REF_high,MGA_0.05_8,min,january_test
9,2940.2563,119506720.0,43,p2_2045_high_mid_REF_high,MGA_0.05_8,min,january_test
10,664.0001,34073830.0,43,p2_2045_high_mid_REF_high,MGA_0.05_8,min,january_test
1,-0.00028257098,-25.741087,44,p2_2045_high_mid_REF_high,MGA_0.05_2,min,january_test
2,99.99976,9226678.0,44,p2_2045_high_mid_REF_high,MGA_0.05_2,min,january_test
3,165.91043,14484312.0,44,p2_2045_high_mid_REF_high,MGA_0.05_2,min,january_test
4,1399.9991,146467900.0,44,p2_2045_high_mid_REF_high,MGA_0.05_2,min,january_test
5,421.41475999999994,35429184.0,44,p2_2045_high_mid_REF_high,MGA_0.05_2,min,january_test
6,-0.00030289625,-41.496179999999995,44,p2_2045_high_mid_REF_high,MGA_0.05_2,min,january_test
7,740.0,46869380.0,44,p2_2045_high_mid_REF_high,MGA_0.05_2,min,january_test
8,5149.9995,210985170.0,44,p2_2045_high_mid_REF_high,MGA_0.05_2,min,january_test
9,2310.874,93925470.0,44,p2_2045_high_mid_REF_high,MGA_0.05_2,min,january_test
10,664.0002400000001,34073836.0,44,p2_2045_high_mid_REF_high,MGA_0.05_2,min,january_test
1,1986.2546,180939860.0,45,p2_2045_high_mid_REF_high,MGA_0.05_12,min,january_test
2,99.99764,9226483.0,45,p2_2045_high_mid_REF_high,MGA_0.05_12,min,january_test
3,3674.9958,320834500.0,45,p2_2045_high_mid_REF_high,MGA_0.05_12,min,january_test
4,324.6211,33961856.0,45,p2_2045_high_mid_REF_high,MGA_0.05_12,min,january_test
5,-5.4446555e-05,-4.5774307,45,p2_2045_high_mid_REF_high,MGA_0.05_12,min,january_test
6,1.5999605e-05,2.1919138,45,p2_2045_high_mid_REF_high,MGA_0.05_12,min,january_test
7,739.99994,46869376.0,45,p2_2045_high_mid_REF_high,MGA_0.05_12,min,january_test
8,2925.136,119836970.0,45,p2_2045_high_mid_REF_high,MGA_0.05_12,min,january_test
9,1615.1370000000002,65647244.0,45,p2_2045_high_mid_REF_high,MGA_0.05_12,min,january_test
10,663.99994,34073820.0,45,p2_2045_high_mid_REF_high,MGA_0.05_12,min,january_test
1,609.1764,55493536.0,46,p2_2045_high_mid_REF_high,MGA_0.05_4,min,january_test
2,99.99691,9226415.0,46,p2_2045_high_mid_REF_high,MGA_0.05_4,min,january_test
3,764.27716,66722924.0,46,p2_2045_high_mid_REF_high,MGA_0.05_4,min,january_test
4,619.4358,64805372.0,46,p2_2045_high_mid_REF_high,MGA_0.05_4,min,january_test
5,10463.998,879729200.0,46,p2_2045_high_mid_REF_high,MGA_0.05_4,min,january_test
6,-0.0002151477,-29.474804,46,p2_2045_high_mid_REF_high,MGA_0.05_4,min,january_test
7,740.0002,46869390.0,46,p2_2045_high_mid_REF_high,MGA_0.05_4,min,january_test
8,5149.9897,210984780.0,46,p2_2045_high_mid_REF_high,MGA_0.05_4,min,january_test
9,4150.0,168676750.0,46,p2_2045_high_mid_REF_high,MGA_0.05_4,min,january_test
10,664.0002,34073836.0,46,p2_2045_high_mid_REF_high,MGA_0.05_4,min,january_test
1,3674.9993,334777730.0,47,p2_2045_high_mid_REF_high,MGA_0.05_7,min,january_test
2,99.99925,9226631.0,47,p2_2045_high_mid_REF_high,MGA_0.05_7,min,january_test
3,2423.609,211585900.0,47,p2_2045_high_mid_REF_high,MGA_0.05_7,min,january_test
4,1399.9967,146467650.0,47,p2_2045_high_mid_REF_high,MGA_0.05_7,min,january_test
5,-0.00011748241000000001,-9.876980999999999,47,p2_2045_high_mid_REF_high,MGA_0.05_7,min,january_test
6,2190.4387,300085730.0,47,p2_2045_high_mid_REF_high,MGA_0.05_7,min,january_test
7,739.99994,46869376.0,47,p2_2045_high_mid_REF_high,MGA_0.05_7,min,january_test
8,5150.0,210985200.0,47,p2_2045_high_mid_REF_high,MGA_0.05_7,min,january_test
9,4150.0,168676750.0,47,p2_2045_high_mid_REF_high,MGA_0.05_7,min,january_test
10,664.0001,34073830.0,47,p2_2045_high_mid_REF_high,MGA_0.05_7,min,january_test
1,3674.9866,334776580.0,48,p2_2045_high_mid_REF_high,MGA_0.05_13,min,january_test
2,-7.2544506e-05,-6.6934643,48,p2_2045_high_mid_REF_high,MGA_0.05_13,min,january_test
3,1778.3839,155256460.0,48,p2_2045_high_mid_REF_high,MGA_0.05_13,min,january_test
4,1399.9989,146467890.0,48,p2_2045_high_mid_REF_high,MGA_0.05_13,min,january_test
5,-6.893798000000001e-05,-5.7957540000000005,48,p2_2045_high_mid_REF_high,MGA_0.05_13,min,january_test
6,-2.1481477e-05,-2.9429195,48,p2_2045_high_mid_REF_high,MGA_0.05_13,min,january_test
7,739.99994,46869376.0,48,p2_2045_high_mid_REF_high,MGA_0.05_13,min,january_test
8,5149.9995,210985180.0,48,p2_2045_high_mid_REF_high,MGA_0.05_13,min,january_test
9,776.5801,31564098.0,48,p2_2045_high_mid_REF_high,MGA_0.05_13,min,january_test
10,664.0,34073824.0,48,p2_2045_high_mid_REF_high,MGA_0.05_13,min,january_test
1,-0.00032175644,-29.310726000000003,1,p7_2045_high_low_REF_high,MGA_0.05_16,max,january_test
2,99.99857,9226568.0,1,p7_2045_high_low_REF_high,MGA_0.05_16,max,january_test
3,722.0012,63032150.0,1,p7_2045_high_low_REF_high,MGA_0.05_16,max,january_test
4,1399.9968,146467660.0,1,p7_2045_high_low_REF_high,MGA_0.05_16,max,january_test
5,10463.995,879728960.0,1,p7_2045_high_low_REF_high,MGA_0.05_16,max,january_test
6,-0.000317651,-43.51755,1,p7_2045_high_low_REF_high,MGA_0.05_16,max,january_test
7,739.9997,46869360.0,1,p7_2045_high_low_REF_high,MGA_0.05_16,max,january_test
8,5150.0,210985200.0,1,p7_2045_high_low_REF_high,MGA_0.05_16,max,january_test
9,4149.9966,168676620.0,1,p7_2045_high_low_REF_high,MGA_0.05_16,max,january_test
10,664.0002400000001,34073836.0,1,p7_2045_high_low_REF_high,MGA_0.05_16,max,january_test
1,-0.00041251422999999995,-37.578396000000005,2,p7_2045_high_low_REF_high,MGA_0.05_14,max,january_test
2,99.998886,9226597.0,2,p7_2045_high_low_REF_high,MGA_0.05_14,max,january_test
3,5.561491,485529.28,2,p7_2045_high_low_REF_high,MGA_0.05_14,max,january_test
4,1399.9945,146467420.0,2,p7_2045_high_low_REF_high,MGA_0.05_14,max,january_test
5,-0.00040397117999999997,-33.962666,2,p7_2045_high_low_REF_high,MGA_0.05_14,max,january_test
6,-0.00041627312999999996,-57.028587,2,p7_2045_high_low_REF_high,MGA_0.05_14,max,january_test
7,739.99963,46869356.0,2,p7_2045_high_low_REF_high,MGA_0.05_14,max,january_test
8,5150.0,210985220.0,2,p7_2045_high_low_REF_high,MGA_0.05_14,max,january_test
9,4149.9995,168676740.0,2,p7_2045_high_low_REF_high,MGA_0.05_14,max,january_test
10,664.00037,34073844.0,2,p7_2045_high_low_REF_high,MGA_0.05_14,max,january_test
1,3674.9966,334777500.0,3,p7_2045_high_low_REF_high,MGA_0.05_17,max,january_test
2,99.99584,9226316.0,3,p7_2045_high_low_REF_high,MGA_0.05_17,max,january_test
3,3674.9756,320832740.0,3,p7_2045_high_low_REF_high,MGA_0.05_17,max,january_test
4,293.47913,30703786.0,3,p7_2045_high_low_REF_high,MGA_0.05_17,max,january_test
5,-0.00019927697,-16.753613,3,p7_2045_high_low_REF_high,MGA_0.05_17,max,january_test
6,-0.00020014012,-27.418796999999998,3,p7_2045_high_low_REF_high,MGA_0.05_17,max,january_test
7,739.99945,46869348.0,3,p7_2045_high_low_REF_high,MGA_0.05_17,max,january_test
8,5150.0,210985180.0,3,p7_2045_high_low_REF_high,MGA_0.05_17,max,january_test
9,4149.9995,168676740.0,3,p7_2045_high_low_REF_high,MGA_0.05_17,max,january_test
10,664.0002,34073830.0,3,p7_2045_high_low_REF_high,MGA_0.05_17,max,january_test
1,3674.993,334777150.0,4,p7_2045_high_low_REF_high,MGA_0.05_3,max,january_test
2,99.99968,9226670.0,4,p7_2045_high_low_REF_high,MGA_0.05_3,max,january_test
3,1246.8391,108851544.0,4,p7_2045_high_low_REF_high,MGA_0.05_3,max,january_test
4,381.22382000000005,39883636.0,4,p7_2045_high_low_REF_high,MGA_0.05_3,max,january_test
5,858.044,72137470.0,4,p7_2045_high_low_REF_high,MGA_0.05_3,max,january_test
6,-9.933157e-06,-1.3608227,4,p7_2045_high_low_REF_high,MGA_0.05_3,max,january_test
7,739.9997,46869360.0,4,p7_2045_high_low_REF_high,MGA_0.05_3,max,january_test
8,5150.0,210985200.0,4,p7_2045_high_low_REF_high,MGA_0.05_3,max,january_test
9,-0.00018318050999999999,-7.4453716,4,p7_2045_high_low_REF_high,MGA_0.05_3,max,january_test
10,664.0,34073824.0,4,p7_2045_high_low_REF_high,MGA_0.05_3,max,january_test
